Make,Model,Year,Body Size,Body Style,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,MSRP,common_range,mid_high_range,luxury_range,extreme_range
Mercedes-Benz,Sprinter,2023,Large,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,60225.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Passenger Van,I4,Turbocharged,RWD,automatic,188.0,258.0,53600.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,62875.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Cargo Van,I4,Turbocharged,AWD,automatic,211.0,332.0,61550.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Cargo Van,I4,Turbocharged,RWD,automatic,170.0,295.0,53770.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Cargo Van,I4,Turbocharged,RWD,automatic,211.0,332.0,56420.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,61000.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,53395.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Passenger Van,I4,Turbocharged,RWD,automatic,188.0,258.0,46700.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Midsize,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,56045.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Compact,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,65300.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Compact,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,60500.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Compact,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,63300.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Cargo Van,I4,Turbocharged,AWD,automatic,211.0,332.0,68400.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Cargo Van,I4,Turbocharged,RWD,automatic,170.0,295.0,57700.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Cargo Van,I4,Turbocharged,RWD,automatic,211.0,332.0,63400.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,68920.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,59420.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Large,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,62220.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Midsize,Cargo Van,I4,Turbocharged,AWD,automatic,211.0,332.0,65200.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Midsize,Cargo Van,I4,Turbocharged,RWD,automatic,211.0,332.0,59750.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Midsize,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,61620.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Midsize,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,52120.0,1,0,0,0
Mercedes-Benz,Sprinter,2024,Midsize,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,54920.0,1,0,0,0
Mercedes-Benz,eSprinter,2024,Large,Cargo Van,I4,Electric Motor,RWD,automatic,134.0,295.0,71886.0,1,0,0,0
Mercedes-Benz,eSprinter,2024,Large,Cargo Van,I4,Electric Motor,RWD,automatic,201.0,295.0,75316.0,1,0,0,0
Nissan,ARIYA,2023,Midsize,SUV,V6,Electric Motor,AWD,automatic,335.0,413.0,47190.0,1,0,0,0
Nissan,ARIYA,2023,Midsize,SUV,V6,Electric Motor,AWD,automatic,389.0,442.0,57190.0,1,0,0,0
Nissan,ARIYA,2023,Midsize,SUV,V6,Electric Motor,FWD,automatic,214.0,221.0,43190.0,1,0,0,0
Nissan,ARIYA,2023,Midsize,SUV,V6,Electric Motor,FWD,automatic,238.0,221.0,51940.0,1,0,0,0
Nissan,ARIYA,2024,Midsize,SUV,I4,Electric Motor,FWD,automatic,214.0,221.0,39590.0,1,0,0,0
Nissan,ARIYA,2024,Midsize,SUV,V6,Electric Motor,AWD,automatic,335.0,413.0,43590.0,1,0,0,0
Nissan,ARIYA,2024,Midsize,SUV,V6,Electric Motor,AWD,automatic,389.0,442.0,51190.0,1,0,0,0
Nissan,ARIYA,2024,Midsize,SUV,V6,Electric Motor,FWD,automatic,214.0,221.0,41190.0,1,0,0,0
Nissan,ARIYA,2024,Midsize,SUV,V6,Electric Motor,FWD,automatic,238.0,221.0,45940.0,1,0,0,0
Nissan,Altima,2023,Midsize,Sedan,I4,Naturally Aspirated,AWD,automatic,182.0,178.0,29330.0,1,0,0,0
Nissan,Altima,2023,Midsize,Sedan,I4,Naturally Aspirated,FWD,automatic,188.0,180.0,27130.0,1,0,0,0
Nissan,Altima,2023,Midsize,Sedan,I4,Turbocharged,FWD,automatic,248.0,273.0,35330.0,1,0,0,0
Nissan,Altima,2024,Midsize,Sedan,I4,Naturally Aspirated,AWD,automatic,182.0,178.0,29700.0,1,0,0,0
Nissan,Altima,2024,Midsize,Sedan,I4,Naturally Aspirated,FWD,automatic,188.0,180.0,27500.0,1,0,0,0
Nissan,Altima,2024,Midsize,Sedan,I4,Turbocharged,FWD,automatic,248.0,273.0,35700.0,1,0,0,0
Nissan,Armada,2023,Large,SUV,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,60210.0,1,0,0,0
Nissan,Armada,2023,Large,SUV,V8,Naturally Aspirated,RWD,automatic,400.0,413.0,57210.0,1,0,0,0
Nissan,Armada,2024,Large,SUV,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,62540.0,1,0,0,0
Nissan,Armada,2024,Large,SUV,V8,Naturally Aspirated,RWD,automatic,400.0,413.0,59540.0,1,0,0,0
Nissan,Frontier,2023,Compact,Pickup Truck,V6,Naturally Aspirated,4WD,automatic,310.0,281.0,35880.0,1,0,0,0
Nissan,Frontier,2023,Compact,Pickup Truck,V6,Naturally Aspirated,RWD,automatic,310.0,281.0,32780.0,1,0,0,0
Nissan,Frontier,2024,Compact,Pickup Truck,V6,Naturally Aspirated,4WD,automatic,310.0,281.0,37130.0,1,0,0,0
Nissan,Frontier,2024,Compact,Pickup Truck,V6,Naturally Aspirated,RWD,automatic,310.0,281.0,34130.0,1,0,0,0
Nissan,GT-R,2023,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,565.0,467.0,116040.0,0,1,0,0
Nissan,GT-R,2023,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,600.0,481.0,215740.0,0,0,1,0
Nissan,GT-R,2024,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,565.0,467.0,131090.0,0,1,0,0
Nissan,GT-R,2024,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,600.0,481.0,221090.0,0,0,1,0
Nissan,Kicks,2023,Compact,Hatchback,I4,Naturally Aspirated,FWD,automatic,122.0,114.0,22450.0,1,0,0,0
Nissan,Kicks,2024,Compact,Hatchback,I4,Naturally Aspirated,FWD,automatic,122.0,114.0,22910.0,1,0,0,0
Nissan,LEAF,2023,Compact,Hatchback,I4,Electric Motor,FWD,automatic,147.0,236.0,28040.0,1,0,0,0
Nissan,LEAF,2023,Compact,Hatchback,I4,Electric Motor,FWD,automatic,214.0,250.0,36040.0,1,0,0,0
Nissan,LEAF,2024,Compact,Hatchback,I4,Electric Motor,FWD,automatic,147.0,236.0,28140.0,1,0,0,0
Nissan,LEAF,2024,Compact,Hatchback,I4,Electric Motor,FWD,automatic,214.0,250.0,36190.0,1,0,0,0
Nissan,Maxima,2023,Midsize,Sedan,V6,Naturally Aspirated,FWD,automatic,300.0,261.0,43500.0,1,0,0,0
Nissan,Murano,2023,Midsize,SUV,V6,Naturally Aspirated,AWD,automatic,260.0,240.0,41380.0,1,0,0,0
Nissan,Murano,2023,Midsize,SUV,V6,Naturally Aspirated,FWD,automatic,260.0,240.0,39680.0,1,0,0,0
Nissan,Murano,2024,Midsize,SUV,V6,Naturally Aspirated,AWD,automatic,260.0,240.0,43850.0,1,0,0,0
Nissan,Murano,2024,Midsize,SUV,V6,Naturally Aspirated,FWD,automatic,260.0,240.0,42150.0,1,0,0,0
Nissan,Pathfinder,2023,Large,SUV,V6,Naturally Aspirated,4WD,automatic,284.0,259.0,41840.0,1,0,0,0
Nissan,Pathfinder,2023,Large,SUV,V6,Naturally Aspirated,4WD,automatic,295.0,270.0,43140.0,1,0,0,0
Nissan,Pathfinder,2023,Large,SUV,V6,Naturally Aspirated,FWD,automatic,284.0,259.0,39940.0,1,0,0,0
Nissan,Pathfinder,2024,Large,SUV,V6,Naturally Aspirated,4WD,automatic,284.0,259.0,42600.0,1,0,0,0
Nissan,Pathfinder,2024,Large,SUV,V6,Naturally Aspirated,4WD,automatic,295.0,270.0,43900.0,1,0,0,0
Nissan,Pathfinder,2024,Large,SUV,V6,Naturally Aspirated,FWD,automatic,284.0,259.0,40700.0,1,0,0,0
Nissan,Rogue,2023,Midsize,SUV,I3,Turbocharged,AWD,automatic,201.0,225.0,33205.0,1,0,0,0
Nissan,Rogue,2023,Midsize,SUV,I3,Turbocharged,FWD,automatic,201.0,225.0,31705.0,1,0,0,0
Nissan,Rogue,2024,Midsize,SUV,I3,Turbocharged,AWD,automatic,201.0,225.0,34190.0,1,0,0,0
Nissan,Rogue,2024,Midsize,SUV,I3,Turbocharged,FWD,automatic,201.0,225.0,32690.0,1,0,0,0
Nissan,Sentra,2023,Midsize,Sedan,I4,Naturally Aspirated,FWD,automatic,149.0,146.0,21420.0,1,0,0,0
Nissan,Sentra,2024,Midsize,Sedan,I4,Naturally Aspirated,FWD,automatic,149.0,146.0,21820.0,1,0,0,0
Nissan,Titan,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,48930.0,1,0,0,0
Nissan,Titan,2023,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,400.0,413.0,45650.0,1,0,0,0
Nissan,Titan,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,51630.0,1,0,0,0
Nissan,Titan,2024,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,400.0,413.0,52875.0,1,0,0,0
Nissan,Titan XD,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,54790.0,1,0,0,0
Nissan,Titan XD,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,413.0,58160.0,1,0,0,0
Nissan,Versa,2023,Compact,Sedan,I4,Naturally Aspirated,FWD,automatic,122.0,114.0,19270.0,1,0,0,0
Nissan,Versa,2023,Compact,Sedan,I4,Naturally Aspirated,FWD,manual,122.0,114.0,15980.0,1,0,0,0
Nissan,Versa,2024,Compact,Sedan,I4,Naturally Aspirated,FWD,automatic,122.0,114.0,19970.0,1,0,0,0
Nissan,Versa,2024,Compact,Sedan,I4,Naturally Aspirated,FWD,manual,122.0,114.0,16680.0,1,0,0,0
Nissan,Z,2023,Compact,Coupe,V6,Twin-Turbo,RWD,automatic,400.0,350.0,50990.0,1,0,0,0
Nissan,Z,2023,Compact,Coupe,V6,Twin-Turbo,RWD,manual,400.0,350.0,50990.0,1,0,0,0
Nissan,Z,2024,Compact,Coupe,V6,Twin-Turbo,RWD,automatic,400.0,350.0,47310.0,1,0,0,0
Nissan,Z,2024,Compact,Coupe,V6,Twin-Turbo,RWD,automatic,420.0,384.0,65090.0,1,0,0,0
Nissan,Z,2024,Compact,Coupe,V6,Twin-Turbo,RWD,manual,400.0,350.0,47310.0,1,0,0,0
