Make,Model,Year,Body Size,Body Style,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,MSRP,common_range,mid_high_range,luxury_range,extreme_range
BMW,M4,2023,Midsize,Coupe,I6,Twin-Turbo,RWD,automatic,503.0,479.0,78600.0,1,0,0,0
BMW,M4,2023,Midsize,Coupe,I6,Twin-Turbo,RWD,manual,473.0,406.0,74700.0,1,0,0,0
BMW,M4,2024,Midsize,Convertible,I6,Twin-Turbo,AWD,automatic,503.0,479.0,93300.0,1,0,0,0
BMW,M4,2024,Midsize,Coupe,I6,Twin-Turbo,AWD,automatic,503.0,479.0,86300.0,1,0,0,0
BMW,M4,2024,Midsize,Coupe,I6,Twin-Turbo,RWD,automatic,503.0,479.0,82200.0,1,0,0,0
BMW,M4,2024,Midsize,Coupe,I6,Twin-Turbo,RWD,manual,473.0,406.0,78100.0,1,0,0,0
BMW,M4 CSL,2023,Midsize,Coupe,I6,Twin-Turbo,RWD,automatic,543.0,479.0,139900.0,0,1,0,0
BMW,M5,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,600.0,553.0,107900.0,0,1,0,0
BMW,M8,2023,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,617.0,553.0,143700.0,0,1,0,0
BMW,M8,2023,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,617.0,553.0,134100.0,0,1,0,0
BMW,M8,2024,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,617.0,553.0,148800.0,0,1,0,0
BMW,M8,2024,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,617.0,553.0,138800.0,0,1,0,0
BMW,M8 Gran Coupe,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,617.0,553.0,134100.0,0,1,0,0
BMW,M8 Gran Coupe,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,617.0,553.0,138800.0,0,1,0,0
BMW,X1,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,241.0,295.0,38600.0,1,0,0,0
BMW,X1,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,241.0,295.0,40500.0,1,0,0,0
BMW,X1,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,312.0,295.0,49900.0,1,0,0,0
BMW,X2,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,228.0,258.0,38600.0,1,0,0,0
BMW,X2,2023,Compact,SUV,I4,Turbocharged,FWD,automatic,228.0,258.0,36600.0,1,0,0,0
BMW,X2,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,241.0,295.0,42000.0,1,0,0,0
BMW,X2,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,312.0,295.0,51400.0,1,0,0,0
BMW,X3,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,248.0,258.0,47400.0,1,0,0,0
BMW,X3,2023,Midsize,SUV,I4,Turbocharged,RWD,automatic,248.0,258.0,45400.0,1,0,0,0
BMW,X3,2023,Midsize,SUV,I6,Turbocharged,AWD,automatic,382.0,369.0,59950.0,1,0,0,0
BMW,X3,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,248.0,258.0,48900.0,1,0,0,0
BMW,X3,2024,Midsize,SUV,I4,Turbocharged,RWD,automatic,248.0,258.0,46900.0,1,0,0,0
BMW,X3,2024,Midsize,SUV,I6,Turbocharged,AWD,automatic,382.0,369.0,61900.0,1,0,0,0
BMW,X3 M,2023,Midsize,SUV,I6,Twin-Turbo,AWD,automatic,473.0,457.0,72900.0,1,0,0,0
BMW,X3 M,2024,Midsize,SUV,I6,Twin-Turbo,AWD,automatic,473.0,457.0,75500.0,1,0,0,0
BMW,X4,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,248.0,258.0,53400.0,1,0,0,0
BMW,X4,2023,Midsize,SUV,I6,Turbocharged,AWD,automatic,382.0,369.0,64650.0,1,0,0,0
BMW,X4,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,248.0,258.0,55000.0,1,0,0,0
BMW,X4,2024,Midsize,SUV,I6,Turbocharged,AWD,automatic,382.0,369.0,66400.0,1,0,0,0
BMW,X4 M,2023,Midsize,SUV,I6,Twin-Turbo,AWD,automatic,473.0,457.0,76400.0,1,0,0,0
BMW,X4 M,2024,Midsize,SUV,I6,Twin-Turbo,AWD,automatic,473.0,457.0,79100.0,1,0,0,0
BMW,X5,2023,Large,SUV,I6,Turbocharged,AWD,automatic,335.0,331.0,63900.0,1,0,0,0
BMW,X5,2023,Large,SUV,I6,Turbocharged,AWD,automatic,389.0,443.0,65700.0,1,0,0,0
BMW,X5,2023,Large,SUV,I6,Turbocharged,RWD,automatic,335.0,331.0,61600.0,1,0,0,0
BMW,X5,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,85400.0,1,0,0,0
BMW,X5,2024,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,398.0,67500.0,1,0,0,0
BMW,X5,2024,Large,SUV,I6,Turbocharged,AWD,automatic,483.0,516.0,72500.0,1,0,0,0
BMW,X5,2024,Large,SUV,I6,Turbocharged,RWD,automatic,375.0,398.0,65200.0,1,0,0,0
BMW,X5,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,89300.0,1,0,0,0
BMW,X5 M,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,600.0,553.0,108900.0,0,1,0,0
BMW,X5 M,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,617.0,553.0,122300.0,0,1,0,0
BMW,X6,2023,Large,SUV,I6,Turbocharged,AWD,automatic,335.0,331.0,70100.0,1,0,0,0
BMW,X6,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,89100.0,1,0,0,0
BMW,X6,2024,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,398.0,73900.0,1,0,0,0
BMW,X6,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,93600.0,1,0,0,0
BMW,X6 M,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,600.0,553.0,113700.0,0,1,0,0
BMW,X6 M,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,617.0,553.0,127200.0,0,1,0,0
BMW,X7,2023,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,398.0,77850.0,1,0,0,0
BMW,X7,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,103100.0,0,1,0,0
BMW,X7,2024,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,398.0,81900.0,1,0,0,0
BMW,X7,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,523.0,553.0,108700.0,0,1,0,0
BMW,XM,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,644.0,590.0,159000.0,0,1,0,0
BMW,XM,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,644.0,590.0,159000.0,0,1,0,0
BMW,XM,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,738.0,738.0,185000.0,0,0,1,0
BMW,Z4,2023,Compact,Convertible,I4,Turbocharged,RWD,automatic,255.0,295.0,52800.0,1,0,0,0
BMW,Z4,2023,Compact,Convertible,I6,Turbocharged,RWD,automatic,382.0,369.0,65300.0,1,0,0,0
BMW,Z4,2024,Compact,Convertible,I4,Turbocharged,RWD,automatic,255.0,295.0,53600.0,1,0,0,0
BMW,Z4,2024,Compact,Convertible,I6,Turbocharged,RWD,automatic,382.0,369.0,66300.0,1,0,0,0
BMW,i4,2023,Midsize,Sedan,I4,Electric Motor,RWD,automatic,281.0,295.0,51400.0,1,0,0,0
BMW,i4,2023,Midsize,Sedan,I4,Electric Motor,RWD,automatic,335.0,317.0,55900.0,1,0,0,0
BMW,i4,2023,Midsize,Sedan,I6,Electric Motor,AWD,automatic,536.0,586.0,67300.0,1,0,0,0
BMW,i4,2024,Midsize,Sedan,I4,Electric Motor,RWD,automatic,282.0,295.0,52200.0,1,0,0,0
BMW,i4,2024,Midsize,Sedan,I4,Electric Motor,RWD,automatic,335.0,317.0,57300.0,1,0,0,0
BMW,i4,2024,Midsize,Sedan,I6,Electric Motor,AWD,automatic,396.0,443.0,61600.0,1,0,0,0
BMW,i4,2024,Midsize,Sedan,I6,Electric Motor,AWD,automatic,536.0,586.0,69700.0,1,0,0,0
BMW,i5,2024,Large,Sedan,I6,Electric Motor,RWD,automatic,335.0,295.0,66800.0,1,0,0,0
BMW,i5,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,590.0,586.0,84100.0,1,0,0,0
BMW,i7,2023,Large,Sedan,V8,Electric Motor,AWD,automatic,536.0,549.0,119300.0,0,1,0,0
BMW,i7,2024,Large,Sedan,I6,Electric Motor,RWD,automatic,449.0,479.0,105700.0,0,1,0,0
BMW,i7,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,536.0,549.0,124200.0,0,1,0,0
BMW,i7,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,650.0,811.0,168500.0,0,1,0,0
BMW,iX,2023,Large,SUV,V8,Electric Motor,AWD,automatic,516.0,564.0,84100.0,1,0,0,0
BMW,iX,2023,Large,SUV,V8,Electric Motor,AWD,automatic,610.0,811.0,108900.0,0,1,0,0
BMW,iX,2024,Large,SUV,V8,Electric Motor,AWD,automatic,516.0,564.0,87100.0,1,0,0,0
BMW,iX,2024,Large,SUV,V8,Electric Motor,AWD,automatic,610.0,749.0,111500.0,0,1,0,0
Bentley,Bentayga,2023,Large,SUV,V6,Turbocharged,AWD,automatic,456.0,516.0,228400.0,0,0,1,0
Bentley,Bentayga,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,542.0,568.0,231100.0,0,0,1,0
Bentley,Bentayga,2023,Large,SUV,W12,Twin-Turbo,AWD,automatic,626.0,664.0,264600.0,0,0,1,0
Bentley,Bentayga,2024,Large,SUV,V6,Turbocharged,AWD,automatic,456.0,516.0,223800.0,0,0,1,0
Bentley,Bentayga,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,542.0,568.0,227800.0,0,0,1,0
Bentley,Bentayga EWB,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,542.0,568.0,245200.0,0,0,1,0
Bentley,Bentayga EWB,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,542.0,568.0,256750.0,0,0,1,0
Bentley,Continental,2023,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,542.0,568.0,301750.0,0,0,0,1
Bentley,Continental,2023,Midsize,Convertible,W12,Twin-Turbo,AWD,automatic,650.0,664.0,346700.0,0,0,0,1
Bentley,Continental,2023,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,542.0,568.0,274400.0,0,0,0,1
Bentley,Continental,2023,Midsize,Coupe,W12,Twin-Turbo,AWD,automatic,650.0,664.0,315200.0,0,0,0,1
Bentley,Continental,2024,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,542.0,568.0,301300.0,0,0,0,1
Bentley,Continental,2024,Midsize,Convertible,W12,Twin-Turbo,AWD,automatic,650.0,664.0,367200.0,0,0,0,1
Bentley,Continental,2024,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,542.0,568.0,274000.0,0,0,1,0
Bentley,Continental,2024,Midsize,Coupe,W12,Twin-Turbo,AWD,automatic,650.0,664.0,336000.0,0,0,0,1
Bentley,Flying Spur,2023,Large,Sedan,V6,Twin-Turbo,AWD,automatic,536.0,553.0,244800.0,0,0,1,0
Bentley,Flying Spur,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,542.0,568.0,245750.0,0,0,1,0
Bentley,Flying Spur,2023,Large,Sedan,W12,Twin-Turbo,AWD,automatic,626.0,664.0,286950.0,0,0,0,1
Bentley,Flying Spur,2024,Large,Sedan,V6,Twin-Turbo,AWD,automatic,536.0,553.0,247700.0,0,0,1,0
Bentley,Flying Spur,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,542.0,568.0,248400.0,0,0,1,0
Bentley,Flying Spur,2024,Large,Sedan,W12,Twin-Turbo,AWD,automatic,626.0,664.0,300200.0,0,0,0,1
Ford,Bronco,2023,Compact,Convertible SUV,I4,Turbocharged,4WD,automatic,300.0,325.0,44450.0,1,0,0,0
Ford,Bronco,2023,Compact,Convertible SUV,I4,Turbocharged,4WD,manual,300.0,325.0,39815.0,1,0,0,0
Ford,Bronco,2023,Compact,Convertible SUV,V6,Twin-Turbo,4WD,automatic,330.0,415.0,60737.5,1,0,0,0
Ford,Bronco,2023,Midsize,Convertible SUV,I4,Turbocharged,4WD,automatic,300.0,325.0,45745.0,1,0,0,0
Ford,Bronco,2023,Midsize,Convertible SUV,I4,Turbocharged,4WD,manual,300.0,325.0,42637.5,1,0,0,0
Ford,Bronco,2023,Midsize,Convertible SUV,V6,Twin-Turbo,4WD,automatic,330.0,415.0,62402.5,1,0,0,0
Ford,Bronco,2023,Midsize,Convertible SUV,V6,Twin-Turbo,4WD,automatic,418.0,440.0,76580.0,1,0,0,0
Ford,Bronco,2024,Compact,Convertible SUV,I4,Turbocharged,4WD,manual,300.0,325.0,45942.5,1,0,0,0
Ford,Bronco,2024,Compact,Convertible SUV,V6,Twin-Turbo,4WD,automatic,330.0,415.0,64955.0,1,0,0,0
Ford,Bronco,2024,Midsize,Convertible SUV,I4,Turbocharged,4WD,automatic,300.0,325.0,51730.0,1,0,0,0
Ford,Bronco,2024,Midsize,Convertible SUV,I4,Turbocharged,4WD,manual,300.0,325.0,46772.5,1,0,0,0
Ford,Bronco,2024,Midsize,Convertible SUV,V6,Twin-Turbo,4WD,automatic,330.0,415.0,65935.0,1,0,0,0
Ford,Bronco,2024,Midsize,Convertible SUV,V6,Twin-Turbo,4WD,automatic,418.0,440.0,90035.0,1,0,0,0
Ford,Bronco Sport,2023,Compact,SUV,I3,Turbocharged,AWD,automatic,181.0,190.0,31940.0,1,0,0,0
Ford,Bronco Sport,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,250.0,277.0,40997.5,1,0,0,0
Ford,Bronco Sport,2024,Compact,SUV,I3,Turbocharged,AWD,automatic,181.0,190.0,32380.0,1,0,0,0
Ford,Bronco Sport,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,250.0,277.0,38390.0,1,0,0,0
Ford,E-Transit Cargo Van,2023,Large,Cargo Van,V6,Electric Motor,RWD,automatic,266.0,317.0,56790.0,1,0,0,0
Ford,E-Transit Cargo Van,2023,Midsize,Cargo Van,V6,Electric Motor,RWD,automatic,266.0,317.0,54395.0,1,0,0,0
Ford,E-Transit Cargo Van,2024,Large,Cargo Van,V6,Electric Motor,RWD,automatic,266.0,317.0,57495.0,1,0,0,0
Ford,E-Transit Cargo Van,2024,Midsize,Cargo Van,V6,Electric Motor,RWD,automatic,266.0,317.0,52835.0,1,0,0,0
Ford,Edge,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,250.0,280.0,41222.5,1,0,0,0
Ford,Edge,2023,Midsize,SUV,V6,Twin-Turbo,AWD,automatic,335.0,380.0,46485.0,1,0,0,0
Ford,Edge,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,250.0,280.0,41592.5,1,0,0,0
Ford,Edge,2024,Midsize,SUV,V6,Twin-Turbo,AWD,automatic,335.0,380.0,47205.0,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I3,Turbocharged,AWD,automatic,180.0,199.0,31515.0,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I3,Turbocharged,FWD,automatic,180.0,199.0,29345.0,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I4,Naturally Aspirated,AWD,automatic,192.0,155.0,36752.5,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I4,Naturally Aspirated,FWD,automatic,192.0,155.0,33340.0,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I4,Naturally Aspirated,FWD,automatic,210.0,155.0,40500.0,1,0,0,0
Ford,Escape,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,250.0,280.0,37465.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I3,Turbocharged,AWD,automatic,180.0,199.0,31515.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I3,Turbocharged,FWD,automatic,180.0,199.0,29345.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,AWD,automatic,192.0,155.0,35040.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,AWD,automatic,192.0,156.32,38465.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,AWD,automatic,192.0,166.38,39460.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,FWD,automatic,192.0,155.0,33340.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,FWD,automatic,192.0,155.66,36965.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Naturally Aspirated,FWD,automatic,210.0,199.96,40500.0,1,0,0,0
Ford,Escape,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,250.0,280.0,37465.0,1,0,0,0
Ford,Expedition,2023,Large,SUV,V6,Twin-Turbo,4WD,automatic,380.0,470.0,61205.0,1,0,0,0
Ford,Expedition,2023,Large,SUV,V6,Twin-Turbo,4WD,automatic,400.0,480.0,82390.0,1,0,0,0
Ford,Expedition,2023,Large,SUV,V6,Twin-Turbo,4WD,automatic,440.0,510.0,71400.0,1,0,0,0
Ford,Expedition,2023,Large,SUV,V6,Twin-Turbo,RWD,automatic,380.0,470.0,58155.0,1,0,0,0
Ford,Expedition,2023,Large,SUV,V6,Twin-Turbo,RWD,automatic,400.0,480.0,79340.0,1,0,0,0
Ford,Expedition,2024,Large,SUV,V6,Twin-Turbo,4WD,automatic,380.0,470.0,62405.0,1,0,0,0
Ford,Expedition,2024,Large,SUV,V6,Twin-Turbo,4WD,automatic,400.0,480.0,83430.0,1,0,0,0
Ford,Expedition,2024,Large,SUV,V6,Twin-Turbo,4WD,automatic,440.0,510.0,72550.0,1,0,0,0
Ford,Expedition,2024,Large,SUV,V6,Twin-Turbo,RWD,automatic,380.0,470.0,59105.0,1,0,0,0
Ford,Expedition,2024,Large,SUV,V6,Twin-Turbo,RWD,automatic,400.0,480.0,80130.0,1,0,0,0
Ford,Explorer,2023,Large,SUV,I4,Turbocharged,AWD,automatic,300.0,310.0,48005.0,1,0,0,0
Ford,Explorer,2023,Large,SUV,I4,Turbocharged,RWD,automatic,300.0,310.0,42287.5,1,0,0,0
Ford,Explorer,2023,Large,SUV,V6,Naturally Aspirated,AWD,automatic,318.0,322.0,55412.5,1,0,0,0
Ford,Explorer,2023,Large,SUV,V6,Naturally Aspirated,RWD,automatic,318.0,322.0,53412.5,1,0,0,0
Ford,Explorer,2023,Large,SUV,V6,Twin-Turbo,AWD,automatic,400.0,415.0,56075.0,1,0,0,0
Ford,Explorer,2023,Large,SUV,V6,Twin-Turbo,RWD,automatic,400.0,415.0,54075.0,1,0,0,0
Ford,Explorer,2024,Large,SUV,I4,Turbocharged,AWD,automatic,300.0,310.0,48455.0,1,0,0,0
Ford,Explorer,2024,Large,SUV,I4,Turbocharged,RWD,automatic,300.0,310.0,42562.5,1,0,0,0
Ford,Explorer,2024,Large,SUV,V6,Twin-Turbo,AWD,automatic,400.0,415.0,56625.0,1,0,0,0
Ford,Explorer,2024,Large,SUV,V6,Twin-Turbo,RWD,automatic,400.0,415.0,54625.0,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Naturally Aspirated,4WD,automatic,290.0,265.0,44702.5,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Naturally Aspirated,RWD,automatic,290.0,265.0,40907.5,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,325.0,400.0,61270.0,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,430.0,570.0,84910.0,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,450.0,510.0,76775.0,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V6,Twin-Turbo,RWD,automatic,325.0,400.0,46575.0,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,410.0,62052.5,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,400.0,410.0,64002.5,1,0,0,0
Ford,F-150,2023,Large,Pickup Truck,V8,Supercharged,4WD,automatic,700.0,640.0,107350.0,0,1,0,0
Ford,F-150,2024,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,325.0,400.0,49800.0,1,0,0,0
Ford,F-150,2024,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,400.0,500.0,73997.5,1,0,0,0
Ford,F-150,2024,Large,Pickup Truck,V6,Twin-Turbo,4WD,automatic,450.0,510.0,78440.0,1,0,0,0
Ford,F-150,2024,Large,Pickup Truck,V6,Twin-Turbo,RWD,automatic,325.0,400.0,46000.0,1,0,0,0
Ford,F-150,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,400.0,410.0,60190.0,1,0,0,0
Ford,F-150,2024,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,400.0,410.0,36965.0,1,0,0,0
Ford,F-150 Lightning,2023,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,426.0,775.0,54995.0,1,0,0,0
Ford,F-150 Lightning,2023,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,563.0,775.0,91995.0,1,0,0,0
Ford,F-150 Lightning,2024,Large,Pickup Truck,V6,Electric Motor,4WD,automatic,300.0,338.66,54995.0,1,0,0,0
Ford,F-150 Lightning,2024,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,300.0,337.98,62995.0,1,0,0,0
Ford,F-150 Lightning,2024,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,300.0,361.06,67995.0,1,0,0,0
Ford,F-150 Lightning,2024,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,300.0,367.12,84995.0,1,0,0,0
Ford,F-150 Lightning,2024,Large,Pickup Truck,V8,Electric Motor,4WD,automatic,300.0,367.32,76995.0,1,0,0,0
Ford,F-250 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,405.0,445.0,49305.0,1,0,0,0
Ford,F-250 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,430.0,485.0,61610.0,1,0,0,0
Ford,F-250 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,405.0,445.0,46505.0,1,0,0,0
Ford,F-250 Super Duty,2023,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,96195.0,1,0,0,0
Ford,F-250 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,405.0,445.0,50305.0,1,0,0,0
Ford,F-250 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,430.0,485.0,62610.0,1,0,0,0
Ford,F-250 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,405.0,445.0,47505.0,1,0,0,0
Ford,F-250 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,97195.0,1,0,0,0
Ford,F-350 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,405.0,445.0,50982.5,1,0,0,0
Ford,F-350 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,430.0,485.0,63402.5,1,0,0,0
Ford,F-350 Super Duty,2023,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,405.0,445.0,48185.0,1,0,0,0
Ford,F-350 Super Duty,2023,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,97470.0,1,0,0,0
Ford,F-350 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,405.0,445.0,51982.5,1,0,0,0
Ford,F-350 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,4WD,automatic,430.0,485.0,64402.5,1,0,0,0
Ford,F-350 Super Duty,2024,Large,Pickup Truck,V8,Naturally Aspirated,RWD,automatic,405.0,445.0,48450.0,1,0,0,0
Ford,F-350 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,98470.0,1,0,0,0
Ford,F-350 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,RWD,automatic,475.0,105.0,60767.5,1,0,0,0
Ford,F-450 Super Duty,2023,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,475.0,105.0,69035.0,1,0,0,0
Ford,F-450 Super Duty,2023,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,103030.0,0,1,0,0
Ford,F-450 Super Duty,2023,Large,Pickup Truck,V8,Turbocharged,RWD,automatic,475.0,105.0,60955.0,1,0,0,0
Ford,F-450 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,475.0,105.0,70035.0,1,0,0,0
Ford,F-450 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,4WD,automatic,500.0,120.0,104030.0,0,1,0,0
Ford,F-450 Super Duty,2024,Large,Pickup Truck,V8,Turbocharged,RWD,automatic,475.0,105.0,61955.0,1,0,0,0
Ford,Maverick,2023,Compact,Pickup Truck,I4,Naturally Aspirated,FWD,automatic,191.0,155.75,24855.0,1,0,0,0
Ford,Maverick,2024,Compact,Pickup Truck,I4,Turbocharged,AWD,automatic,250.0,277.0,34960.0,1,0,0,0
Ford,Maverick,2024,Compact,Pickup Truck,I4,Turbocharged,FWD,automatic,250.0,277.0,25170.0,1,0,0,0
Ford,Mustang,2023,Midsize,Convertible,I4,Turbocharged,RWD,manual,310.0,350.0,35782.5,1,0,0,0
Ford,Mustang,2023,Midsize,Convertible,V8,Naturally Aspirated,RWD,manual,460.0,420.0,48865.0,1,0,0,0
Ford,Mustang,2023,Midsize,Coupe,I4,Turbocharged,RWD,manual,310.0,350.0,30282.5,1,0,0,0
Ford,Mustang,2023,Midsize,Coupe,V8,Naturally Aspirated,RWD,manual,460.0,420.0,40855.0,1,0,0,0
Ford,Mustang,2023,Midsize,Coupe,V8,Naturally Aspirated,RWD,manual,480.0,420.0,55570.0,1,0,0,0
Ford,Mustang,2024,Midsize,Convertible,I4,Turbocharged,RWD,automatic,315.0,350.0,40482.5,1,0,0,0
Ford,Mustang,2024,Midsize,Convertible,V8,Naturally Aspirated,RWD,manual,480.0,486.0,51980.0,1,0,0,0
Ford,Mustang,2024,Midsize,Coupe,I4,Turbocharged,RWD,automatic,315.0,350.0,33682.5,1,0,0,0
Ford,Mustang,2024,Midsize,Coupe,V8,Naturally Aspirated,RWD,manual,480.0,486.0,44220.0,1,0,0,0
Ford,Mustang,2024,Midsize,Coupe,V8,Naturally Aspirated,RWD,manual,500.0,418.0,58185.0,1,0,0,0
Ford,Mustang Mach-E,2023,Midsize,Hatchback,I4,Electric Motor,RWD,automatic,266.0,317.0,44995.0,1,0,0,0
Ford,Mustang Mach-E,2023,Midsize,Hatchback,V6,Electric Motor,AWD,automatic,266.0,428.0,47995.0,1,0,0,0
Ford,Mustang Mach-E,2023,Midsize,Hatchback,V6,Electric Motor,AWD,automatic,311.0,427.0,47995.0,1,0,0,0
Ford,Mustang Mach-E,2023,Midsize,Hatchback,V6,Electric Motor,AWD,automatic,346.0,428.0,56995.0,1,0,0,0
Ford,Mustang Mach-E,2023,Midsize,Hatchback,V8,Electric Motor,AWD,automatic,480.0,600.0,59995.0,1,0,0,0
Ford,Mustang Mach-E,2024,Midsize,Hatchback,I4,Electric Motor,RWD,automatic,266.0,317.0,41995.0,1,0,0,0
